reporting_unit,reporting_unit_type,state,peer_group,financial_year,year,patient_cohort,number_of_presentations,number_of_presentations_flag,median_time,p90_time,peer_group_avg_p90_time
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2011-12,2011,Subsequently admitted patients,1601.0,reported,1 hrs 35 mins,4 hrs 2 mins,9 hrs 13 mins
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2012-13,2012,Subsequently admitted patients,2067.0,reported,1 hrs 47 mins,4 hrs 24 mins,8 hrs 40 mins
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2013-14,2013,Subsequently admitted patients,1980.0,reported,1 hrs 46 mins,4 hrs 37 mins,8 hrs 43 mins
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2014-15,2014,Subsequently admitted patients,2199.0,reported,1 hrs 56 mins,4 hrs 30 mins,8 hrs 49 mins
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2015-16,2015,Subsequently admitted patients,2142.0,reported,2 hrs 3 mins,4 hrs 35 mins,8 hrs 9 mins
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2016-17,2016,Subsequently admitted patients,2152.0,reported,1 hrs 52 mins,4 hrs 29 mins,8 hrs 25 mins
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2017-18,2017,Subsequently admitted patients,2649.0,reported,1 hrs 57 mins,4 hrs 20 mins,8 hrs 28 mins
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2018-19,2018,Subsequently admitted patients,2577.0,reported,2 hrs 16 mins,5 hrs 0 mins,8 hrs 30 mins
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2019-20,2019,Subsequently admitted patients,2381.0,reported,2 hrs 38 mins,5 hrs 33 mins,9 hrs 7 mins
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2020-21,2020,Subsequently admitted patients,2887.0,reported,2 hrs 30 mins,5 hrs 12 mins,10 hrs 14 mins
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2021-22,2021,Subsequently admitted patients,2541.0,reported,2 hrs 55 mins,5 hrs 59 mins,12 hrs 23 mins
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2022-23,2022,Subsequently admitted patients,2676.0,reported,3 hrs 51 mins,7 hrs 4 mins,14 hrs 24 mins
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2023-24,2023,Subsequently admitted patients,2864.0,reported,4 hrs 23 mins,8 hrs 17 mins,14 hrs 46 mins
Whyalla Hospital and Health Services,Hospital,SA,Medium regional hospitals,2024-25,2024,Subsequently admitted patients,3017.0,reported,4 hrs 51 mins,8 hrs 22 mins,18 hrs 34 mins
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2018-19,2018,All patients,46620.0,reported,3 hrs 4 mins,5 hrs 41 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2019-20,2019,All patients,42671.0,reported,2 hrs 51 mins,5 hrs 31 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2020-21,2020,All patients,48771.0,reported,3 hrs 13 mins,6 hrs 13 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2021-22,2021,All patients,47989.0,reported,3 hrs 14 mins,6 hrs 9 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2022-23,2022,All patients,54198.0,reported,3 hrs 11 mins,6 hrs 8 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2023-24,2023,All patients,52877.0,reported,3 hrs 7 mins,6 hrs 9 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2024-25,2024,All patients,53302.0,reported,2 hrs 59 mins,6 hrs 11 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2018-19,2018,Not subsequently admitted patients,33439.0,reported,3 hrs 3 mins,5 hrs 36 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2019-20,2019,Not subsequently admitted patients,31128.0,reported,2 hrs 48 mins,5 hrs 26 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2020-21,2020,Not subsequently admitted patients,38147.0,reported,3 hrs 14 mins,6 hrs 5 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2021-22,2021,Not subsequently admitted patients,36601.0,reported,3 hrs 10 mins,5 hrs 54 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2022-23,2022,Not subsequently admitted patients,39323.0,reported,3 hrs 9 mins,5 hrs 51 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2023-24,2023,Not subsequently admitted patients,37926.0,reported,3 hrs 0 mins,5 hrs 47 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2024-25,2024,Not subsequently admitted patients,38164.0,reported,2 hrs 56 mins,5 hrs 43 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2018-19,2018,Subsequently admitted patients,13181.0,reported,3 hrs 6 mins,5 hrs 49 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2019-20,2019,Subsequently admitted patients,11543.0,reported,3 hrs 0 mins,5 hrs 43 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2020-21,2020,Subsequently admitted patients,10624.0,reported,3 hrs 11 mins,6 hrs 45 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2021-22,2021,Subsequently admitted patients,11378.0,reported,3 hrs 29 mins,6 hrs 55 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2022-23,2022,Subsequently admitted patients,14875.0,reported,3 hrs 16 mins,7 hrs 0 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2023-24,2023,Subsequently admitted patients,14949.0,reported,3 hrs 24 mins,7 hrs 9 mins,
Women's and Children's Health Network (SA),Local Hospital Network,SA,,2024-25,2024,Subsequently admitted patients,15138.0,reported,3 hrs 11 mins,7 hrs 24 mins,
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2011-12,2011,All patients,44163.0,reported,2 hrs 20 mins,4 hrs 34 mins,5 hrs 56 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2012-13,2012,All patients,45355.0,reported,2 hrs 28 mins,4 hrs 45 mins,5 hrs 59 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2013-14,2013,All patients,46171.0,reported,2 hrs 28 mins,4 hrs 45 mins,5 hrs 28 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2014-15,2014,All patients,46101.0,reported,2 hrs 29 mins,4 hrs 44 mins,5 hrs 17 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2015-16,2015,All patients,46181.0,reported,2 hrs 37 mins,4 hrs 58 mins,5 hrs 43 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2016-17,2016,All patients,46567.0,reported,2 hrs 49 mins,5 hrs 21 mins,5 hrs 47 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2017-18,2017,All patients,45934.0,reported,2 hrs 58 mins,5 hrs 32 mins,5 hrs 52 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2018-19,2018,All patients,46620.0,reported,3 hrs 4 mins,5 hrs 41 mins,5 hrs 56 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2019-20,2019,All patients,42671.0,reported,2 hrs 51 mins,5 hrs 31 mins,5 hrs 42 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2020-21,2020,All patients,48771.0,reported,3 hrs 13 mins,6 hrs 13 mins,5 hrs 58 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2021-22,2021,All patients,47989.0,reported,3 hrs 14 mins,6 hrs 9 mins,6 hrs 28 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2022-23,2022,All patients,54198.0,reported,3 hrs 11 mins,6 hrs 8 mins,7 hrs 22 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2023-24,2023,All patients,52877.0,reported,3 hrs 7 mins,6 hrs 9 mins,6 hrs 55 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2024-25,2024,All patients,53302.0,reported,2 hrs 59 mins,6 hrs 11 mins,6 hrs 45 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2011-12,2011,Not subsequently admitted patients,32766.0,reported,2 hrs 7 mins,4 hrs 7 mins,4 hrs 32 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2012-13,2012,Not subsequently admitted patients,33013.0,reported,2 hrs 15 mins,4 hrs 18 mins,4 hrs 46 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2013-14,2013,Not subsequently admitted patients,33275.0,reported,2 hrs 16 mins,4 hrs 21 mins,4 hrs 26 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2014-15,2014,Not subsequently admitted patients,33443.0,reported,2 hrs 18 mins,4 hrs 23 mins,4 hrs 11 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2015-16,2015,Not subsequently admitted patients,32932.0,reported,2 hrs 28 mins,4 hrs 42 mins,4 hrs 41 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2016-17,2016,Not subsequently admitted patients,32265.0,reported,2 hrs 42 mins,5 hrs 6 mins,4 hrs 45 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2017-18,2017,Not subsequently admitted patients,30878.0,reported,2 hrs 53 mins,5 hrs 18 mins,4 hrs 52 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2018-19,2018,Not subsequently admitted patients,33439.0,reported,3 hrs 3 mins,5 hrs 36 mins,4 hrs 56 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2019-20,2019,Not subsequently admitted patients,31128.0,reported,2 hrs 48 mins,5 hrs 26 mins,4 hrs 46 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2020-21,2020,Not subsequently admitted patients,38147.0,reported,3 hrs 14 mins,6 hrs 5 mins,5 hrs 11 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2021-22,2021,Not subsequently admitted patients,36601.0,reported,3 hrs 10 mins,5 hrs 54 mins,5 hrs 29 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2022-23,2022,Not subsequently admitted patients,39323.0,reported,3 hrs 9 mins,5 hrs 51 mins,6 hrs 7 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2023-24,2023,Not subsequently admitted patients,37926.0,reported,3 hrs 0 mins,5 hrs 47 mins,5 hrs 47 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2024-25,2024,Not subsequently admitted patients,38164.0,reported,2 hrs 56 mins,5 hrs 43 mins,5 hrs 42 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2011-12,2011,Subsequently admitted patients,11392.0,reported,3 hrs 1 mins,5 hrs 35 mins,10 hrs 40 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2012-13,2012,Subsequently admitted patients,12342.0,reported,3 hrs 7 mins,5 hrs 40 mins,10 hrs 20 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2013-14,2013,Subsequently admitted patients,12895.0,reported,3 hrs 5 mins,5 hrs 34 mins,8 hrs 40 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2014-15,2014,Subsequently admitted patients,12658.0,reported,3 hrs 0 mins,5 hrs 31 mins,8 hrs 30 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2015-16,2015,Subsequently admitted patients,13249.0,reported,2 hrs 59 mins,5 hrs 34 mins,9 hrs 2 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2016-17,2016,Subsequently admitted patients,14302.0,reported,3 hrs 7 mins,5 hrs 54 mins,8 hrs 52 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2017-18,2017,Subsequently admitted patients,15056.0,reported,3 hrs 10 mins,6 hrs 1 mins,8 hrs 31 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2018-19,2018,Subsequently admitted patients,13181.0,reported,3 hrs 6 mins,5 hrs 49 mins,8 hrs 39 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2019-20,2019,Subsequently admitted patients,11543.0,reported,3 hrs 0 mins,5 hrs 43 mins,8 hrs 8 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2020-21,2020,Subsequently admitted patients,10624.0,reported,3 hrs 11 mins,6 hrs 45 mins,8 hrs 10 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2021-22,2021,Subsequently admitted patients,11378.0,reported,3 hrs 29 mins,6 hrs 55 mins,9 hrs 6 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2022-23,2022,Subsequently admitted patients,14875.0,reported,3 hrs 16 mins,7 hrs 0 mins,10 hrs 43 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2023-24,2023,Subsequently admitted patients,14949.0,reported,3 hrs 24 mins,7 hrs 9 mins,9 hrs 35 mins
Women's and Children's Hospital,Hospital,SA,Children's hospitals,2024-25,2024,Subsequently admitted patients,15138.0,reported,3 hrs 11 mins,7 hrs 24 mins,9 hrs 8 mins
Yorke and Northern,Local Hospital Network,SA,,2020-21,2020,All patients,12182.0,reported,1 hrs 59 mins,5 hrs 0 mins,
Yorke and Northern,Local Hospital Network,SA,,2021-22,2021,All patients,20599.0,reported,2 hrs 24 mins,5 hrs 45 mins,
Yorke and Northern,Local Hospital Network,SA,,2022-23,2022,All patients,22177.0,reported,2 hrs 20 mins,5 hrs 42 mins,
Yorke and Northern,Local Hospital Network,SA,,2023-24,2023,All patients,23344.0,reported,2 hrs 30 mins,5 hrs 52 mins,
Yorke and Northern,Local Hospital Network,SA,,2024-25,2024,All patients,24551.0,reported,2 hrs 43 mins,6 hrs 24 mins,
Yorke and Northern,Local Hospital Network,SA,,2020-21,2020,Not subsequently admitted patients,10292.0,reported,1 hrs 44 mins,4 hrs 30 mins,
Yorke and Northern,Local Hospital Network,SA,,2021-22,2021,Not subsequently admitted patients,17030.0,reported,2 hrs 7 mins,5 hrs 5 mins,
Yorke and Northern,Local Hospital Network,SA,,2022-23,2022,Not subsequently admitted patients,18263.0,reported,2 hrs 5 mins,5 hrs 7 mins,
Yorke and Northern,Local Hospital Network,SA,,2023-24,2023,Not subsequently admitted patients,19533.0,reported,2 hrs 13 mins,5 hrs 13 mins,
Yorke and Northern,Local Hospital Network,SA,,2024-25,2024,Not subsequently admitted patients,20384.0,reported,2 hrs 22 mins,5 hrs 26 mins,
Yorke and Northern,Local Hospital Network,SA,,2020-21,2020,Subsequently admitted patients,1890.0,reported,3 hrs 31 mins,6 hrs 31 mins,
Yorke and Northern,Local Hospital Network,SA,,2021-22,2021,Subsequently admitted patients,3569.0,reported,4 hrs 2 mins,7 hrs 54 mins,
Yorke and Northern,Local Hospital Network,SA,,2022-23,2022,Subsequently admitted patients,3914.0,reported,3 hrs 55 mins,7 hrs 32 mins,
Yorke and Northern,Local Hospital Network,SA,,2023-24,2023,Subsequently admitted patients,3811.0,reported,4 hrs 9 mins,7 hrs 54 mins,
Yorke and Northern,Local Hospital Network,SA,,2024-25,2024,Subsequently admitted patients,4167.0,reported,5 hrs 0 mins,9 hrs 31 mins,
Albany Hospital,Hospital,WA,Medium regional hospitals,2011-12,2011,All patients,24079.0,reported,1 hrs 24 mins,3 hrs 44 mins,5 hrs 19 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2012-13,2012,All patients,25183.0,reported,1 hrs 30 mins,4 hrs 12 mins,5 hrs 13 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2013-14,2013,All patients,24644.0,reported,1 hrs 47 mins,4 hrs 18 mins,5 hrs 10 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2014-15,2014,All patients,24598.0,reported,1 hrs 58 mins,4 hrs 22 mins,5 hrs 9 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2015-16,2015,All patients,24308.0,reported,2 hrs 15 mins,4 hrs 47 mins,5 hrs 13 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2016-17,2016,All patients,24379.0,reported,2 hrs 10 mins,4 hrs 40 mins,5 hrs 20 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2017-18,2017,All patients,26091.0,reported,2 hrs 9 mins,4 hrs 44 mins,5 hrs 24 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2018-19,2018,All patients,26970.0,reported,2 hrs 8 mins,4 hrs 51 mins,5 hrs 36 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2019-20,2019,All patients,26900.0,reported,2 hrs 4 mins,4 hrs 49 mins,5 hrs 53 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2020-21,2020,All patients,31383.0,reported,2 hrs 10 mins,5 hrs 13 mins,6 hrs 20 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2021-22,2021,All patients,31186.0,reported,2 hrs 12 mins,5 hrs 27 mins,6 hrs 52 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2022-23,2022,All patients,32433.0,reported,2 hrs 16 mins,5 hrs 42 mins,7 hrs 23 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2023-24,2023,All patients,34173.0,reported,2 hrs 21 mins,6 hrs 2 mins,7 hrs 26 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2024-25,2024,All patients,35115.0,reported,2 hrs 29 mins,6 hrs 47 mins,8 hrs 21 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2011-12,2011,Not subsequently admitted patients,19866.0,reported,1 hrs 12 mins,3 hrs 6 mins,4 hrs 6 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2012-13,2012,Not subsequently admitted patients,21064.0,reported,1 hrs 16 mins,3 hrs 20 mins,4 hrs 10 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2013-14,2013,Not subsequently admitted patients,20323.0,reported,1 hrs 29 mins,3 hrs 28 mins,4 hrs 4 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2014-15,2014,Not subsequently admitted patients,19961.0,reported,1 hrs 39 mins,3 hrs 40 mins,4 hrs 5 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2015-16,2015,Not subsequently admitted patients,19582.0,reported,1 hrs 55 mins,3 hrs 56 mins,4 hrs 19 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2016-17,2016,Not subsequently admitted patients,19430.0,reported,1 hrs 49 mins,3 hrs 49 mins,4 hrs 22 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2017-18,2017,Not subsequently admitted patients,20505.0,reported,1 hrs 47 mins,3 hrs 53 mins,4 hrs 27 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2018-19,2018,Not subsequently admitted patients,21346.0,reported,1 hrs 47 mins,3 hrs 51 mins,4 hrs 39 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2019-20,2019,Not subsequently admitted patients,21091.0,reported,1 hrs 42 mins,3 hrs 50 mins,4 hrs 50 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2020-21,2020,Not subsequently admitted patients,25322.0,reported,1 hrs 50 mins,4 hrs 9 mins,5 hrs 10 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2021-22,2021,Not subsequently admitted patients,25616.0,reported,1 hrs 54 mins,4 hrs 14 mins,5 hrs 31 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2022-23,2022,Not subsequently admitted patients,26890.0,reported,1 hrs 58 mins,4 hrs 23 mins,5 hrs 50 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2023-24,2023,Not subsequently admitted patients,28154.0,reported,2 hrs 3 mins,4 hrs 34 mins,5 hrs 50 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2024-25,2024,Not subsequently admitted patients,29502.0,reported,2 hrs 12 mins,5 hrs 0 mins,6 hrs 30 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2011-12,2011,Subsequently admitted patients,4213.0,reported,2 hrs 39 mins,5 hrs 28 mins,9 hrs 13 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2012-13,2012,Subsequently admitted patients,4119.0,reported,3 hrs 34 mins,6 hrs 25 mins,8 hrs 40 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2013-14,2013,Subsequently admitted patients,4321.0,reported,3 hrs 42 mins,6 hrs 2 mins,8 hrs 43 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2014-15,2014,Subsequently admitted patients,4637.0,reported,3 hrs 42 mins,6 hrs 6 mins,8 hrs 49 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2015-16,2015,Subsequently admitted patients,4726.0,reported,3 hrs 54 mins,6 hrs 36 mins,8 hrs 9 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2016-17,2016,Subsequently admitted patients,4949.0,reported,3 hrs 50 mins,6 hrs 29 mins,8 hrs 25 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2017-18,2017,Subsequently admitted patients,5586.0,reported,3 hrs 48 mins,6 hrs 21 mins,8 hrs 28 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2018-19,2018,Subsequently admitted patients,5624.0,reported,3 hrs 55 mins,6 hrs 42 mins,8 hrs 30 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2019-20,2019,Subsequently admitted patients,5809.0,reported,3 hrs 48 mins,6 hrs 33 mins,9 hrs 7 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2020-21,2020,Subsequently admitted patients,6061.0,reported,4 hrs 5 mins,7 hrs 33 mins,10 hrs 14 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2021-22,2021,Subsequently admitted patients,5570.0,reported,4 hrs 35 mins,8 hrs 8 mins,12 hrs 23 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2022-23,2022,Subsequently admitted patients,5543.0,reported,4 hrs 52 mins,8 hrs 58 mins,14 hrs 24 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2023-24,2023,Subsequently admitted patients,6019.0,reported,4 hrs 59 mins,9 hrs 53 mins,14 hrs 46 mins
Albany Hospital,Hospital,WA,Medium regional hospitals,2024-25,2024,Subsequently admitted patients,5613.0,reported,5 hrs 43 mins,14 hrs 48 mins,18 hrs 34 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2011-12,2011,All patients,58530.0,reported,2 hrs 31 mins,5 hrs 27 mins,9 hrs 50 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2012-13,2012,All patients,61685.0,reported,2 hrs 46 mins,5 hrs 47 mins,9 hrs 3 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2013-14,2013,All patients,60767.0,reported,2 hrs 39 mins,5 hrs 44 mins,7 hrs 54 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2014-15,2014,All patients,61071.0,reported,2 hrs 39 mins,6 hrs 7 mins,7 hrs 49 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2015-16,2015,All patients,59000.0,reported,2 hrs 42 mins,6 hrs 22 mins,7 hrs 20 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2016-17,2016,All patients,58489.0,reported,2 hrs 47 mins,6 hrs 26 mins,7 hrs 19 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2017-18,2017,All patients,58878.0,reported,2 hrs 49 mins,6 hrs 11 mins,7 hrs 38 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2018-19,2018,All patients,61501.0,reported,2 hrs 51 mins,6 hrs 14 mins,8 hrs 3 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2019-20,2019,All patients,60076.0,reported,2 hrs 38 mins,5 hrs 49 mins,8 hrs 9 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2020-21,2020,All patients,64339.0,reported,2 hrs 45 mins,6 hrs 36 mins,8 hrs 42 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2021-22,2021,All patients,66293.0,reported,2 hrs 58 mins,7 hrs 31 mins,10 hrs 17 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2022-23,2022,All patients,67983.0,reported,3 hrs 19 mins,8 hrs 46 mins,12 hrs 4 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2023-24,2023,All patients,69907.0,reported,3 hrs 22 mins,9 hrs 11 mins,12 hrs 13 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2024-25,2024,All patients,71690.0,reported,3 hrs 39 mins,10 hrs 45 mins,12 hrs 54 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2011-12,2011,Not subsequently admitted patients,50471.0,reported,2 hrs 17 mins,4 hrs 28 mins,6 hrs 14 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2012-13,2012,Not subsequently admitted patients,54536.0,reported,2 hrs 34 mins,5 hrs 6 mins,6 hrs 8 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2013-14,2013,Not subsequently admitted patients,53414.0,reported,2 hrs 26 mins,4 hrs 59 mins,5 hrs 31 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2014-15,2014,Not subsequently admitted patients,53020.0,reported,2 hrs 25 mins,5 hrs 5 mins,5 hrs 22 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2015-16,2015,Not subsequently admitted patients,50980.0,reported,2 hrs 26 mins,5 hrs 17 mins,5 hrs 22 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2016-17,2016,Not subsequently admitted patients,50478.0,reported,2 hrs 32 mins,5 hrs 21 mins,5 hrs 27 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2017-18,2017,Not subsequently admitted patients,50423.0,reported,2 hrs 32 mins,5 hrs 18 mins,5 hrs 44 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2018-19,2018,Not subsequently admitted patients,52118.0,reported,2 hrs 32 mins,5 hrs 8 mins,6 hrs 3 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2019-20,2019,Not subsequently admitted patients,50341.0,reported,2 hrs 19 mins,4 hrs 47 mins,6 hrs 7 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2020-21,2020,Not subsequently admitted patients,54939.0,reported,2 hrs 26 mins,5 hrs 20 mins,6 hrs 24 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2021-22,2021,Not subsequently admitted patients,57495.0,reported,2 hrs 39 mins,5 hrs 43 mins,7 hrs 26 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2022-23,2022,Not subsequently admitted patients,58392.0,reported,2 hrs 57 mins,6 hrs 19 mins,8 hrs 7 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2023-24,2023,Not subsequently admitted patients,60596.0,reported,3 hrs 2 mins,6 hrs 31 mins,8 hrs 14 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2024-25,2024,Not subsequently admitted patients,61914.0,reported,3 hrs 18 mins,7 hrs 3 mins,8 hrs 42 mins
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2011-12,2011,Subsequently admitted patients,8056.0,reported,4 hrs 52 mins,9 hrs 28 mins,16 hrs 12 mins
