reporting_unit,reporting_unit_type,state,financial_year,year,triage_category,number_of_presentations,number_of_presentations_flag
Redcliffe Hospital,Hospital,Qld,2015-16,2015,Resuscitation,234.0,reported
Redcliffe Hospital,Hospital,Qld,2016-17,2016,Resuscitation,252.0,reported
Redcliffe Hospital,Hospital,Qld,2017-18,2017,Resuscitation,277.0,reported
Redcliffe Hospital,Hospital,Qld,2018-19,2018,Resuscitation,318.0,reported
Redcliffe Hospital,Hospital,Qld,2019-20,2019,Resuscitation,372.0,reported
Redcliffe Hospital,Hospital,Qld,2020-21,2020,Resuscitation,338.0,reported
Redcliffe Hospital,Hospital,Qld,2021-22,2021,Resuscitation,400.0,reported
Redcliffe Hospital,Hospital,Qld,2022-23,2022,Resuscitation,409.0,reported
Redcliffe Hospital,Hospital,Qld,2023-24,2023,Resuscitation,363.0,reported
Redcliffe Hospital,Hospital,Qld,2024-25,2024,Resuscitation,361.0,reported
Redcliffe Hospital,Hospital,Qld,2011-12,2011,Semi-Urgent,18576.0,reported
Redcliffe Hospital,Hospital,Qld,2012-13,2012,Semi-Urgent,19824.0,reported
Redcliffe Hospital,Hospital,Qld,2013-14,2013,Semi-Urgent,20106.0,reported
Redcliffe Hospital,Hospital,Qld,2014-15,2014,Semi-Urgent,22032.0,reported
Redcliffe Hospital,Hospital,Qld,2015-16,2015,Semi-Urgent,21776.0,reported
Redcliffe Hospital,Hospital,Qld,2016-17,2016,Semi-Urgent,21629.0,reported
Redcliffe Hospital,Hospital,Qld,2017-18,2017,Semi-Urgent,22404.0,reported
Redcliffe Hospital,Hospital,Qld,2018-19,2018,Semi-Urgent,22917.0,reported
Redcliffe Hospital,Hospital,Qld,2019-20,2019,Semi-Urgent,22898.0,reported
Redcliffe Hospital,Hospital,Qld,2020-21,2020,Semi-Urgent,23836.0,reported
Redcliffe Hospital,Hospital,Qld,2021-22,2021,Semi-Urgent,22369.0,reported
Redcliffe Hospital,Hospital,Qld,2022-23,2022,Semi-Urgent,21772.0,reported
Redcliffe Hospital,Hospital,Qld,2023-24,2023,Semi-Urgent,23380.0,reported
Redcliffe Hospital,Hospital,Qld,2024-25,2024,Semi-Urgent,20646.0,reported
Redcliffe Hospital,Hospital,Qld,2011-12,2011,Urgent,26998.0,reported
Redcliffe Hospital,Hospital,Qld,2012-13,2012,Urgent,27938.0,reported
Redcliffe Hospital,Hospital,Qld,2013-14,2013,Urgent,29140.0,reported
Redcliffe Hospital,Hospital,Qld,2014-15,2014,Urgent,28502.0,reported
Redcliffe Hospital,Hospital,Qld,2015-16,2015,Urgent,30149.0,reported
Redcliffe Hospital,Hospital,Qld,2016-17,2016,Urgent,29904.0,reported
Redcliffe Hospital,Hospital,Qld,2017-18,2017,Urgent,31651.0,reported
Redcliffe Hospital,Hospital,Qld,2018-19,2018,Urgent,30815.0,reported
Redcliffe Hospital,Hospital,Qld,2019-20,2019,Urgent,29738.0,reported
Redcliffe Hospital,Hospital,Qld,2020-21,2020,Urgent,30074.0,reported
Redcliffe Hospital,Hospital,Qld,2021-22,2021,Urgent,33212.0,reported
Redcliffe Hospital,Hospital,Qld,2022-23,2022,Urgent,34448.0,reported
Redcliffe Hospital,Hospital,Qld,2023-24,2023,Urgent,38336.0,reported
Redcliffe Hospital,Hospital,Qld,2024-25,2024,Urgent,39012.0,reported
Redland Hospital,Hospital,Qld,2011-12,2011,Emergency,3728.0,reported
Redland Hospital,Hospital,Qld,2012-13,2012,Emergency,4649.0,reported
Redland Hospital,Hospital,Qld,2013-14,2013,Emergency,5168.0,reported
Redland Hospital,Hospital,Qld,2014-15,2014,Emergency,5821.0,reported
Redland Hospital,Hospital,Qld,2015-16,2015,Emergency,6632.0,reported
Redland Hospital,Hospital,Qld,2016-17,2016,Emergency,7534.0,reported
Redland Hospital,Hospital,Qld,2017-18,2017,Emergency,8371.0,reported
Redland Hospital,Hospital,Qld,2018-19,2018,Emergency,10755.0,reported
Redland Hospital,Hospital,Qld,2019-20,2019,Emergency,10128.0,reported
Redland Hospital,Hospital,Qld,2020-21,2020,Emergency,10015.0,reported
Redland Hospital,Hospital,Qld,2021-22,2021,Emergency,10564.0,reported
Redland Hospital,Hospital,Qld,2022-23,2022,Emergency,11117.0,reported
Redland Hospital,Hospital,Qld,2023-24,2023,Emergency,12504.0,reported
Redland Hospital,Hospital,Qld,2024-25,2024,Emergency,13851.0,reported
Redland Hospital,Hospital,Qld,2011-12,2011,Non-Urgent,5751.0,reported
Redland Hospital,Hospital,Qld,2012-13,2012,Non-Urgent,5812.0,reported
Redland Hospital,Hospital,Qld,2013-14,2013,Non-Urgent,5429.0,reported
Redland Hospital,Hospital,Qld,2014-15,2014,Non-Urgent,4313.0,reported
Redland Hospital,Hospital,Qld,2015-16,2015,Non-Urgent,3725.0,reported
Redland Hospital,Hospital,Qld,2016-17,2016,Non-Urgent,3259.0,reported
Redland Hospital,Hospital,Qld,2017-18,2017,Non-Urgent,2060.0,reported
Redland Hospital,Hospital,Qld,2018-19,2018,Non-Urgent,2108.0,reported
Redland Hospital,Hospital,Qld,2019-20,2019,Non-Urgent,2045.0,reported
Redland Hospital,Hospital,Qld,2020-21,2020,Non-Urgent,2040.0,reported
Redland Hospital,Hospital,Qld,2021-22,2021,Non-Urgent,1749.0,reported
Redland Hospital,Hospital,Qld,2022-23,2022,Non-Urgent,1706.0,reported
Redland Hospital,Hospital,Qld,2023-24,2023,Non-Urgent,1216.0,reported
Redland Hospital,Hospital,Qld,2024-25,2024,Non-Urgent,1631.0,reported
Redland Hospital,Hospital,Qld,2011-12,2011,Resuscitation,103.0,reported
Redland Hospital,Hospital,Qld,2012-13,2012,Resuscitation,148.0,reported
Redland Hospital,Hospital,Qld,2013-14,2013,Resuscitation,163.0,reported
Redland Hospital,Hospital,Qld,2014-15,2014,Resuscitation,211.0,reported
Redland Hospital,Hospital,Qld,2015-16,2015,Resuscitation,226.0,reported
Redland Hospital,Hospital,Qld,2016-17,2016,Resuscitation,220.0,reported
Redland Hospital,Hospital,Qld,2017-18,2017,Resuscitation,246.0,reported
Redland Hospital,Hospital,Qld,2018-19,2018,Resuscitation,457.0,reported
Redland Hospital,Hospital,Qld,2019-20,2019,Resuscitation,470.0,reported
Redland Hospital,Hospital,Qld,2020-21,2020,Resuscitation,618.0,reported
Redland Hospital,Hospital,Qld,2021-22,2021,Resuscitation,652.0,reported
Redland Hospital,Hospital,Qld,2022-23,2022,Resuscitation,721.0,reported
Redland Hospital,Hospital,Qld,2023-24,2023,Resuscitation,487.0,reported
Redland Hospital,Hospital,Qld,2024-25,2024,Resuscitation,602.0,reported
Redland Hospital,Hospital,Qld,2011-12,2011,Semi-Urgent,17554.0,reported
Redland Hospital,Hospital,Qld,2012-13,2012,Semi-Urgent,17950.0,reported
Redland Hospital,Hospital,Qld,2013-14,2013,Semi-Urgent,20221.0,reported
Redland Hospital,Hospital,Qld,2014-15,2014,Semi-Urgent,20422.0,reported
Redland Hospital,Hospital,Qld,2015-16,2015,Semi-Urgent,20134.0,reported
Redland Hospital,Hospital,Qld,2016-17,2016,Semi-Urgent,17714.0,reported
Redland Hospital,Hospital,Qld,2017-18,2017,Semi-Urgent,16412.0,reported
Redland Hospital,Hospital,Qld,2018-19,2018,Semi-Urgent,13657.0,reported
Redland Hospital,Hospital,Qld,2019-20,2019,Semi-Urgent,14475.0,reported
Redland Hospital,Hospital,Qld,2020-21,2020,Semi-Urgent,15733.0,reported
Redland Hospital,Hospital,Qld,2021-22,2021,Semi-Urgent,14933.0,reported
Redland Hospital,Hospital,Qld,2022-23,2022,Semi-Urgent,15443.0,reported
Redland Hospital,Hospital,Qld,2023-24,2023,Semi-Urgent,13562.0,reported
Redland Hospital,Hospital,Qld,2024-25,2024,Semi-Urgent,13574.0,reported
Redland Hospital,Hospital,Qld,2011-12,2011,Urgent,22643.0,reported
Redland Hospital,Hospital,Qld,2012-13,2012,Urgent,24527.0,reported
Redland Hospital,Hospital,Qld,2013-14,2013,Urgent,24415.0,reported
Redland Hospital,Hospital,Qld,2014-15,2014,Urgent,25696.0,reported
Redland Hospital,Hospital,Qld,2015-16,2015,Urgent,26536.0,reported
Redland Hospital,Hospital,Qld,2016-17,2016,Urgent,26014.0,reported
Redland Hospital,Hospital,Qld,2017-18,2017,Urgent,27463.0,reported
Redland Hospital,Hospital,Qld,2018-19,2018,Urgent,26937.0,reported
Redland Hospital,Hospital,Qld,2019-20,2019,Urgent,28116.0,reported
Redland Hospital,Hospital,Qld,2020-21,2020,Urgent,29791.0,reported
Redland Hospital,Hospital,Qld,2021-22,2021,Urgent,30732.0,reported
Redland Hospital,Hospital,Qld,2022-23,2022,Urgent,30878.0,reported
Redland Hospital,Hospital,Qld,2023-24,2023,Urgent,30501.0,reported
Redland Hospital,Hospital,Qld,2024-25,2024,Urgent,29345.0,reported
Robina Hospital,Hospital,Qld,2012-13,2012,Emergency,6165.0,reported
Robina Hospital,Hospital,Qld,2013-14,2013,Emergency,7292.0,reported
Robina Hospital,Hospital,Qld,2014-15,2014,Emergency,7501.0,reported
Robina Hospital,Hospital,Qld,2015-16,2015,Emergency,8367.0,reported
Robina Hospital,Hospital,Qld,2016-17,2016,Emergency,8975.0,reported
Robina Hospital,Hospital,Qld,2017-18,2017,Emergency,9606.0,reported
Robina Hospital,Hospital,Qld,2018-19,2018,Emergency,9580.0,reported
Robina Hospital,Hospital,Qld,2019-20,2019,Emergency,10972.0,reported
Robina Hospital,Hospital,Qld,2020-21,2020,Emergency,15346.0,reported
Robina Hospital,Hospital,Qld,2021-22,2021,Emergency,15324.0,reported
Robina Hospital,Hospital,Qld,2022-23,2022,Emergency,12270.0,reported
Robina Hospital,Hospital,Qld,2023-24,2023,Emergency,15179.0,reported
Robina Hospital,Hospital,Qld,2024-25,2024,Emergency,16870.0,reported
Robina Hospital,Hospital,Qld,2012-13,2012,Non-Urgent,1516.0,reported
Robina Hospital,Hospital,Qld,2013-14,2013,Non-Urgent,1711.0,reported
Robina Hospital,Hospital,Qld,2014-15,2014,Non-Urgent,1226.0,reported
Robina Hospital,Hospital,Qld,2015-16,2015,Non-Urgent,1013.0,reported
Robina Hospital,Hospital,Qld,2016-17,2016,Non-Urgent,1197.0,reported
Robina Hospital,Hospital,Qld,2017-18,2017,Non-Urgent,1426.0,reported
Robina Hospital,Hospital,Qld,2018-19,2018,Non-Urgent,1180.0,reported
Robina Hospital,Hospital,Qld,2019-20,2019,Non-Urgent,1421.0,reported
Robina Hospital,Hospital,Qld,2020-21,2020,Non-Urgent,1419.0,reported
Robina Hospital,Hospital,Qld,2021-22,2021,Non-Urgent,1476.0,reported
Robina Hospital,Hospital,Qld,2022-23,2022,Non-Urgent,1342.0,reported
Robina Hospital,Hospital,Qld,2023-24,2023,Non-Urgent,1452.0,reported
Robina Hospital,Hospital,Qld,2024-25,2024,Non-Urgent,1528.0,reported
Robina Hospital,Hospital,Qld,2012-13,2012,Resuscitation,157.0,reported
Robina Hospital,Hospital,Qld,2013-14,2013,Resuscitation,154.0,reported
Robina Hospital,Hospital,Qld,2014-15,2014,Resuscitation,197.0,reported
Robina Hospital,Hospital,Qld,2015-16,2015,Resuscitation,220.0,reported
Robina Hospital,Hospital,Qld,2016-17,2016,Resuscitation,292.0,reported
Robina Hospital,Hospital,Qld,2017-18,2017,Resuscitation,299.0,reported
Robina Hospital,Hospital,Qld,2018-19,2018,Resuscitation,261.0,reported
Robina Hospital,Hospital,Qld,2019-20,2019,Resuscitation,278.0,reported
Robina Hospital,Hospital,Qld,2020-21,2020,Resuscitation,395.0,reported
Robina Hospital,Hospital,Qld,2021-22,2021,Resuscitation,342.0,reported
Robina Hospital,Hospital,Qld,2022-23,2022,Resuscitation,313.0,reported
Robina Hospital,Hospital,Qld,2023-24,2023,Resuscitation,499.0,reported
Robina Hospital,Hospital,Qld,2024-25,2024,Resuscitation,452.0,reported
Robina Hospital,Hospital,Qld,2012-13,2012,Semi-Urgent,19405.0,reported
Robina Hospital,Hospital,Qld,2013-14,2013,Semi-Urgent,20739.0,reported
Robina Hospital,Hospital,Qld,2014-15,2014,Semi-Urgent,19923.0,reported
Robina Hospital,Hospital,Qld,2015-16,2015,Semi-Urgent,19381.0,reported
Robina Hospital,Hospital,Qld,2016-17,2016,Semi-Urgent,18601.0,reported
Robina Hospital,Hospital,Qld,2017-18,2017,Semi-Urgent,19368.0,reported
Robina Hospital,Hospital,Qld,2018-19,2018,Semi-Urgent,19690.0,reported
Robina Hospital,Hospital,Qld,2019-20,2019,Semi-Urgent,25482.0,reported
Robina Hospital,Hospital,Qld,2020-21,2020,Semi-Urgent,56114.0,reported
Robina Hospital,Hospital,Qld,2021-22,2021,Semi-Urgent,52864.0,reported
Robina Hospital,Hospital,Qld,2022-23,2022,Semi-Urgent,16166.0,reported
Robina Hospital,Hospital,Qld,2023-24,2023,Semi-Urgent,14788.0,reported
Robina Hospital,Hospital,Qld,2024-25,2024,Semi-Urgent,16492.0,reported
Robina Hospital,Hospital,Qld,2012-13,2012,Urgent,29446.0,reported
Robina Hospital,Hospital,Qld,2013-14,2013,Urgent,29535.0,reported
Robina Hospital,Hospital,Qld,2014-15,2014,Urgent,29674.0,reported
Robina Hospital,Hospital,Qld,2015-16,2015,Urgent,31967.0,reported
Robina Hospital,Hospital,Qld,2016-17,2016,Urgent,31345.0,reported
Robina Hospital,Hospital,Qld,2017-18,2017,Urgent,30994.0,reported
Robina Hospital,Hospital,Qld,2018-19,2018,Urgent,31954.0,reported
Robina Hospital,Hospital,Qld,2019-20,2019,Urgent,30864.0,reported
Robina Hospital,Hospital,Qld,2020-21,2020,Urgent,31242.0,reported
Robina Hospital,Hospital,Qld,2021-22,2021,Urgent,32389.0,reported
Robina Hospital,Hospital,Qld,2022-23,2022,Urgent,33426.0,reported
Robina Hospital,Hospital,Qld,2023-24,2023,Urgent,33280.0,reported
Robina Hospital,Hospital,Qld,2024-25,2024,Urgent,36230.0,reported
Rockhampton Hospital,Hospital,Qld,2011-12,2011,Emergency,4915.0,reported
Rockhampton Hospital,Hospital,Qld,2012-13,2012,Emergency,4765.0,reported
Rockhampton Hospital,Hospital,Qld,2013-14,2013,Emergency,5006.0,reported
Rockhampton Hospital,Hospital,Qld,2014-15,2014,Emergency,5289.0,reported
Rockhampton Hospital,Hospital,Qld,2015-16,2015,Emergency,5421.0,reported
Rockhampton Hospital,Hospital,Qld,2016-17,2016,Emergency,5542.0,reported
Rockhampton Hospital,Hospital,Qld,2017-18,2017,Emergency,6515.0,reported
Rockhampton Hospital,Hospital,Qld,2018-19,2018,Emergency,7750.0,reported
Rockhampton Hospital,Hospital,Qld,2019-20,2019,Emergency,8030.0,reported
Rockhampton Hospital,Hospital,Qld,2020-21,2020,Emergency,9116.0,reported
Rockhampton Hospital,Hospital,Qld,2021-22,2021,Emergency,8616.0,reported
Rockhampton Hospital,Hospital,Qld,2022-23,2022,Emergency,8610.0,reported
Rockhampton Hospital,Hospital,Qld,2023-24,2023,Emergency,9127.0,reported
Rockhampton Hospital,Hospital,Qld,2024-25,2024,Emergency,9924.0,reported
Rockhampton Hospital,Hospital,Qld,2011-12,2011,Non-Urgent,1895.0,reported
Rockhampton Hospital,Hospital,Qld,2012-13,2012,Non-Urgent,2067.0,reported
Rockhampton Hospital,Hospital,Qld,2013-14,2013,Non-Urgent,1857.0,reported
Rockhampton Hospital,Hospital,Qld,2014-15,2014,Non-Urgent,1725.0,reported
Rockhampton Hospital,Hospital,Qld,2015-16,2015,Non-Urgent,1724.0,reported
Rockhampton Hospital,Hospital,Qld,2016-17,2016,Non-Urgent,1661.0,reported
Rockhampton Hospital,Hospital,Qld,2017-18,2017,Non-Urgent,1449.0,reported
Rockhampton Hospital,Hospital,Qld,2018-19,2018,Non-Urgent,1579.0,reported
Rockhampton Hospital,Hospital,Qld,2019-20,2019,Non-Urgent,1566.0,reported
Rockhampton Hospital,Hospital,Qld,2020-21,2020,Non-Urgent,1458.0,reported
Rockhampton Hospital,Hospital,Qld,2021-22,2021,Non-Urgent,1848.0,reported
Rockhampton Hospital,Hospital,Qld,2022-23,2022,Non-Urgent,1892.0,reported
Rockhampton Hospital,Hospital,Qld,2023-24,2023,Non-Urgent,1925.0,reported
Rockhampton Hospital,Hospital,Qld,2024-25,2024,Non-Urgent,1908.0,reported
Rockhampton Hospital,Hospital,Qld,2011-12,2011,Resuscitation,202.0,reported
Rockhampton Hospital,Hospital,Qld,2012-13,2012,Resuscitation,188.0,reported
Rockhampton Hospital,Hospital,Qld,2013-14,2013,Resuscitation,181.0,reported
Rockhampton Hospital,Hospital,Qld,2014-15,2014,Resuscitation,182.0,reported
Rockhampton Hospital,Hospital,Qld,2015-16,2015,Resuscitation,190.0,reported
Rockhampton Hospital,Hospital,Qld,2016-17,2016,Resuscitation,222.0,reported
Rockhampton Hospital,Hospital,Qld,2017-18,2017,Resuscitation,267.0,reported
Rockhampton Hospital,Hospital,Qld,2018-19,2018,Resuscitation,332.0,reported
Rockhampton Hospital,Hospital,Qld,2019-20,2019,Resuscitation,331.0,reported
Rockhampton Hospital,Hospital,Qld,2020-21,2020,Resuscitation,289.0,reported
Rockhampton Hospital,Hospital,Qld,2021-22,2021,Resuscitation,262.0,reported
Rockhampton Hospital,Hospital,Qld,2022-23,2022,Resuscitation,264.0,reported
Rockhampton Hospital,Hospital,Qld,2023-24,2023,Resuscitation,359.0,reported
Rockhampton Hospital,Hospital,Qld,2024-25,2024,Resuscitation,369.0,reported
Rockhampton Hospital,Hospital,Qld,2011-12,2011,Semi-Urgent,18717.0,reported
Rockhampton Hospital,Hospital,Qld,2012-13,2012,Semi-Urgent,20861.0,reported
Rockhampton Hospital,Hospital,Qld,2013-14,2013,Semi-Urgent,21025.0,reported
Rockhampton Hospital,Hospital,Qld,2014-15,2014,Semi-Urgent,20583.0,reported
Rockhampton Hospital,Hospital,Qld,2015-16,2015,Semi-Urgent,21239.0,reported
Rockhampton Hospital,Hospital,Qld,2016-17,2016,Semi-Urgent,20019.0,reported
Rockhampton Hospital,Hospital,Qld,2017-18,2017,Semi-Urgent,18414.0,reported
Rockhampton Hospital,Hospital,Qld,2018-19,2018,Semi-Urgent,16686.0,reported
Rockhampton Hospital,Hospital,Qld,2019-20,2019,Semi-Urgent,16588.0,reported
Rockhampton Hospital,Hospital,Qld,2020-21,2020,Semi-Urgent,17467.0,reported
Rockhampton Hospital,Hospital,Qld,2021-22,2021,Semi-Urgent,18338.0,reported
Rockhampton Hospital,Hospital,Qld,2022-23,2022,Semi-Urgent,17893.0,reported
Rockhampton Hospital,Hospital,Qld,2023-24,2023,Semi-Urgent,15942.0,reported
Rockhampton Hospital,Hospital,Qld,2024-25,2024,Semi-Urgent,15709.0,reported
Rockhampton Hospital,Hospital,Qld,2011-12,2011,Urgent,22006.0,reported
Rockhampton Hospital,Hospital,Qld,2012-13,2012,Urgent,21150.0,reported
Rockhampton Hospital,Hospital,Qld,2013-14,2013,Urgent,20238.0,reported
Rockhampton Hospital,Hospital,Qld,2014-15,2014,Urgent,19161.0,reported
Rockhampton Hospital,Hospital,Qld,2015-16,2015,Urgent,19834.0,reported
Rockhampton Hospital,Hospital,Qld,2016-17,2016,Urgent,20483.0,reported
Rockhampton Hospital,Hospital,Qld,2017-18,2017,Urgent,21536.0,reported
Rockhampton Hospital,Hospital,Qld,2018-19,2018,Urgent,22546.0,reported
Rockhampton Hospital,Hospital,Qld,2019-20,2019,Urgent,23031.0,reported
Rockhampton Hospital,Hospital,Qld,2020-21,2020,Urgent,25563.0,reported
Rockhampton Hospital,Hospital,Qld,2021-22,2021,Urgent,24702.0,reported
Rockhampton Hospital,Hospital,Qld,2022-23,2022,Urgent,25071.0,reported
Rockhampton Hospital,Hospital,Qld,2023-24,2023,Urgent,25512.0,reported
Rockhampton Hospital,Hospital,Qld,2024-25,2024,Urgent,22567.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2011-12,2011,Emergency,9312.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2012-13,2012,Emergency,9482.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2013-14,2013,Emergency,9276.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2014-15,2014,Emergency,9712.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2015-16,2015,Emergency,10446.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2016-17,2016,Emergency,10604.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2017-18,2017,Emergency,11901.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2018-19,2018,Emergency,13277.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2019-20,2019,Emergency,14542.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2020-21,2020,Emergency,16290.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2021-22,2021,Emergency,15569.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2022-23,2022,Emergency,15756.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2023-24,2023,Emergency,14429.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2024-25,2024,Emergency,12887.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2011-12,2011,Non-Urgent,8196.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2012-13,2012,Non-Urgent,8089.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2013-14,2013,Non-Urgent,8284.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2014-15,2014,Non-Urgent,7398.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2015-16,2015,Non-Urgent,7064.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2016-17,2016,Non-Urgent,7590.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2017-18,2017,Non-Urgent,7022.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2018-19,2018,Non-Urgent,8811.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2019-20,2019,Non-Urgent,15652.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2020-21,2020,Non-Urgent,65771.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2021-22,2021,Non-Urgent,54729.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2022-23,2022,Non-Urgent,7739.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2023-24,2023,Non-Urgent,7863.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2024-25,2024,Non-Urgent,7415.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2011-12,2011,Resuscitation,870.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2012-13,2012,Resuscitation,810.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2013-14,2013,Resuscitation,678.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2014-15,2014,Resuscitation,592.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2015-16,2015,Resuscitation,642.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2016-17,2016,Resuscitation,725.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2017-18,2017,Resuscitation,741.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2018-19,2018,Resuscitation,725.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2019-20,2019,Resuscitation,914.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2020-21,2020,Resuscitation,830.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2021-22,2021,Resuscitation,697.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2022-23,2022,Resuscitation,762.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2023-24,2023,Resuscitation,1319.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2024-25,2024,Resuscitation,1533.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2011-12,2011,Semi-Urgent,23604.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2012-13,2012,Semi-Urgent,24417.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2013-14,2013,Semi-Urgent,25157.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2014-15,2014,Semi-Urgent,25425.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2015-16,2015,Semi-Urgent,28326.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2016-17,2016,Semi-Urgent,32036.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2017-18,2017,Semi-Urgent,27328.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2018-19,2018,Semi-Urgent,28021.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2019-20,2019,Semi-Urgent,27554.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2020-21,2020,Semi-Urgent,30760.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2021-22,2021,Semi-Urgent,30711.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2022-23,2022,Semi-Urgent,30925.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2023-24,2023,Semi-Urgent,32900.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2024-25,2024,Semi-Urgent,35370.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2011-12,2011,Urgent,30272.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2012-13,2012,Urgent,28575.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2013-14,2013,Urgent,30283.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2014-15,2014,Urgent,32156.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2015-16,2015,Urgent,30845.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2016-17,2016,Urgent,31316.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2017-18,2017,Urgent,31814.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2018-19,2018,Urgent,30927.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2019-20,2019,Urgent,31544.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2020-21,2020,Urgent,33421.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2021-22,2021,Urgent,32198.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2022-23,2022,Urgent,31619.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2023-24,2023,Urgent,32446.0,reported
Royal Brisbane & Women's Hospital,Hospital,Qld,2024-25,2024,Urgent,31822.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2011-12,2011,Emergency,3224.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2012-13,2012,Emergency,3036.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2013-14,2013,Emergency,3235.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2014-15,2014,Emergency,1200.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2011-12,2011,Non-Urgent,2783.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2012-13,2012,Non-Urgent,2344.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2013-14,2013,Non-Urgent,2123.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2014-15,2014,Non-Urgent,942.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2011-12,2011,Resuscitation,209.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2012-13,2012,Resuscitation,160.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2013-14,2013,Resuscitation,152.0,reported
Royal Children's Hospital [Queensland],Hospital,Qld,2014-15,2014,Resuscitation,60.0,reported
